timestamp,temperature,humidity,wind_speed,heat_index,wet_bulb,solar_radiation,risk_next_6h
2026-01-01 00:00:00,15.779497941828518,59.708783013262384,1.090092923824543,16.07076143222639,14.57076143222639,0.0,0
2026-01-01 01:00:00,14.997401129109551,61.1571780282669,0.022197758721470957,15.332116469957558,13.832116469957558,0.0,0
2026-01-01 02:00:00,16.675832500540515,70.41127775456737,2.3850272328378894,17.288170833177535,15.788170833177537,0.0,0
2026-01-01 03:00:00,18.78343759099097,76.17705602958209,0.523462729156171,19.568749271878435,18.068749271878435,0.0,0
2026-01-01 04:00:00,17.183196650226666,55.02090878074202,0.2529612003150452,17.333823913648928,15.833823913648926,0.0,0
2026-01-01 05:00:00,18.389126051375296,69.79058792583835,0.31523207802069064,18.982843689150446,17.482843689150446,0.0,0
2026-01-01 06:00:00,22.40324593557276,66.39366825591985,0.04809905256689261,22.895055983250355,21.395055983250355,0.0,0
2026-01-01 07:00:00,22.479674031553635,79.73462522221622,3.1795048306085665,23.371712788220123,21.871712788220123,166.51371211502197,0
2026-01-01 08:00:00,21.830215133409244,67.84067521128256,0.028059296473009067,22.36543538974772,20.86543538974772,234.6471715110552,0
2026-01-01 09:00:00,24.383800683623356,71.17388234628783,0.7447591829396218,25.01901715401199,23.51901715401199,570.6491136522136,0
2026-01-01 10:00:00,23.669427192015167,70.05325822700011,0.4093012377500288,24.27102493882517,22.77102493882517,682.4718829954553,0
2026-01-01 11:00:00,24.165461213401628,53.753665670628294,2.0820017494727256,24.278071183520478,22.778071183520478,739.2740945143406,1
2026-01-01 12:00:00,25.39737011966072,73.05955442069359,0.19765379658748097,26.08915675228153,24.58915675228153,649.662346172211,1
2026-01-01 13:00:00,21.994135476770314,71.91246715677777,0.5316307650575252,22.651509491473647,21.151509491473647,619.6115369325073,1
2026-01-01 14:00:00,21.777176982464315,74.13613889175068,0.46092755423878795,22.501261149216834,21.001261149216834,502.7680026167095,1
2026-01-01 15:00:00,22.72652932438295,97.30244048554793,0.8495014905465862,24.145602538949387,22.645602538949387,501.68454697145796,1
2026-01-01 16:00:00,21.015180031810036,56.599065398061846,0.049303409992572045,21.213151993751893,19.713151993751893,263.56741365771984,1
2026-01-01 17:00:00,21.79989293671719,82.632962198954,0.150786961788566,22.77888180268581,21.27888180268581,86.98001115182163,0
2026-01-01 18:00:00,18.672390599029853,71.04995488497363,0.1690621418480086,19.30388924557906,17.80388924557906,0.0,0
2026-01-01 19:00:00,16.62187593479613,76.71380158298416,0.9379904386904536,17.423289982285656,15.923289982285654,0.0,0
2026-01-01 20:00:00,19.732899865694,71.89509439033611,0.14676078087348524,20.389752697404084,18.889752697404084,0.0,0
2026-01-01 21:00:00,16.16022835564913,72.10216298169439,0.5964865209191026,16.823293245099965,15.323293245099963,0.0,0
2026-01-01 22:00:00,15.805592000421361,71.36669590199159,0.16966754616698163,16.44659287748111,14.946592877481109,0.0,0
2026-01-01 23:00:00,13.067675301546142,79.85242090777415,1.3844512690563413,13.963247928779367,12.463247928779367,0.0,1
2026-01-02 00:00:00,14.252269136457716,65.97796881413208,1.9953604177741968,14.731608200881679,13.231608200881679,0.0,1
